state,state_abbv,county,city,zip,Mean,median_household_income
Texas,TX,Anderson County,Fort Worth,76119,39728,35808
Texas,TX,Anderson County,Fort Worth,76102,34741,31021
Texas,TX,Anderson County,Fort Worth,76107,54296,52007
Texas,TX,Anderson County,Fort Worth,76116,49551,39588
Texas,TX,Anderson County,Fort Worth,76107,18427,12534
Texas,TX,Anderson County,El Paso,79912,63252,51262
Texas,TX,Anderson County,Fort Worth,76107,63782,54169
Texas,TX,Anderson County,Fort Worth,76105,26581,14933
Texas,TX,Anderson County,Fort Worth,76104,21111,13559
Texas,TX,Anderson County,Fort Worth,76109,99685,300000
Texas,TX,Anderson County,Fort Worth,76110,61122,38765
Texas,TX,Anderson County,Fort Worth,76115,27253,16727
Texas,TX,Anderson County,Fort Worth,76119,47650,300000
Texas,TX,Anderson County,Fort Worth,76110,46805,32055
Texas,TX,Anderson County,Fort Worth,76115,51820,36720
Texas,TX,Anderson County,Fort Worth,76106,33032,21051
Texas,TX,Anderson County,El Paso,79902,77202,63459
Texas,TX,Anderson County,Fort Worth,76131,67579,62658
Texas,TX,Anderson County,Fort Worth,76116,35013,28313
Texas,TX,Anderson County,Fort Worth,76132,129784,136004
Texas,TX,Anderson County,Fort Worth,76116,41546,36181
Texas,TX,Anderson County,Fort Worth,76133,74332,63743
Texas,TX,Anderson County,Fort Worth,76132,87865,64278
Texas,TX,Anderson County,Fort Worth,76133,74473,70899
Texas,TX,Anderson County,Fort Worth,76133,64139,68629
Texas,TX,Anderson County,Fort Worth,76134,53415,51780
Texas,TX,Anderson County,Fort Worth,76134,67298,300000
Texas,TX,Anderson County,El Paso,79930,40069,29458
Texas,TX,Anderson County,Fort Worth,76119,51338,55957
Texas,TX,Anderson County,Fort Worth,76119,35127,25175
Texas,TX,Anderson County,Fort Worth,76112,44313,48483
Texas,TX,Anderson County,Fort Worth,76120,78642,300000
Texas,TX,Anderson County,Fort Worth,76120,36639,33529
Texas,TX,Anderson County,Ft Worth,76040,98283,300000
Texas,TX,Anderson County,Haltom City,76117,76400,42063
Texas,TX,Anderson County,Haltom City,76117,63003,300000
Texas,TX,Anderson County,Haltom City,76117,70550,300000
Texas,TX,Anderson County,Lake Worth,76135,62181,48528
Texas,TX,Anderson County,El Paso,79925,34701,32339
Texas,TX,Anderson County,Fort Worth,76114,66845,300000
Texas,TX,Anderson County,White Settlement,76108,43725,51961
Texas,TX,Anderson County,Fort Worth,76108,70524,66546
Texas,TX,Anderson County,Fort Worth,76108,70830,68230
Texas,TX,Anderson County,Fort Worth,76116,92866,92765
Texas,TX,Anderson County,Fort Worth,76126,94271,75656
Texas,TX,Anderson County,Crowley,76036,65403,300000
Texas,TX,Anderson County,Crowley,76036,45823,42678
Texas,TX,Anderson County,Crowley,76036,142845,300000
Texas,TX,Anderson County,Fort Worth,76119,41956,31384
Texas,TX,Anderson County,El Paso,79907,46255,37867
Texas,TX,Anderson County,Burleson,76028,108587,99646
Texas,TX,Anderson County,Mansfield,76063,69557,65058
Texas,TX,Anderson County,Arlington,76002,97787,88599
Texas,TX,Anderson County,Mansfield,76063,171969,180343
Texas,TX,Anderson County,Kennedale,76060,40424,33741
Texas,TX,Anderson County,Arlington,76001,137439,143100
Texas,TX,Anderson County,Arlington,76018,86381,68712
Texas,TX,Anderson County,Arlington,76014,61695,300000
Texas,TX,Anderson County,Arlington,76014,49683,39070
Texas,TX,Anderson County,Arlington,76015,45915,38701
Texas,TX,Anderson County,El Paso,79915,28586,21522
Texas,TX,Anderson County,Kennedale,76060,103653,300000
Texas,TX,Anderson County,Irving,75039,37025,31123
Texas,TX,Anderson County,Arlington,76018,64112,63244
Texas,TX,Anderson County,Arlington,76001,75411,70569
Texas,TX,Anderson County,Arlington,76002,83236,300000
Texas,TX,Anderson County,Mansfield,76063,136525,300000
Texas,TX,Anderson County,Grand Prairie,75050,105801,96479
Texas,TX,Anderson County,Arlington,76006,67223,49267
Texas,TX,Anderson County,Arlington,76006,65460,61509
Texas,TX,Anderson County,Bedford,76022,57249,40824
Texas,TX,Anderson County,El Paso,79935,51435,33021
Texas,TX,Anderson County,Irving,75089,47908,22487
Texas,TX,Anderson County,Richland Hills,76118,66602,52001
Texas,TX,Anderson County,Universal City,78148,62915,60130
Texas,TX,Anderson County,North Richland Hills,76180,69521,63725
Texas,TX,Anderson County,North Richland Hills,76180,73153,62576
Texas,TX,Anderson County,Hurst,76053,72595,58261
Texas,TX,Anderson County,Hurst,76053,80370,300000
Texas,TX,Anderson County,Euless,76039,82087,300000
Texas,TX,Anderson County,Euless,76040,78831,300000
Texas,TX,Anderson County,Euless,76039,119111,108947
Texas,TX,Anderson County,Euless,76039,77068,61566
Texas,TX,Anderson County,El Paso,79925,75041,71177
Texas,TX,Anderson County,Colleyville,76034,137858,126073
Texas,TX,Anderson County,Hurst,76053,92796,300000
Texas,TX,Anderson County,Euless,76040,41412,42396
Texas,TX,Anderson County,Bedford,76021,88838,300000
Texas,TX,Anderson County,Euless,76040,99192,90366
Texas,TX,Anderson County,Grapevine,76051,46715,39331
Texas,TX,Anderson County,Flower Mound,75028,85244,300000
Texas,TX,Anderson County,Grapevine,76051,128953,117320
Texas,TX,Anderson County,Keller,76248,76568,71029
Texas,TX,Anderson County,Watauga,76148,69100,67929
Texas,TX,Anderson County,El Paso,79912,87785,80388
Texas,TX,Anderson County,Keller,76248,127572,115293
Texas,TX,Anderson County,Southlake,76092,175722,300000
Texas,TX,Anderson County,Keller,76248,154763,156019
Texas,TX,Anderson County,Fort Worth,76137,65283,58322
Texas,TX,Anderson County,Fort Worth,76137,138266,300000
Texas,TX,Anderson County,Keller,76244,132592,300000
Texas,TX,Anderson County,Fort Worth,76244,94206,300000
Texas,TX,Anderson County,Fort Worth,76177,70187,59982
Texas,TX,Anderson County,Keller,76248,96699,300000
Texas,TX,Anderson County,Saginaw,76179,58204,46044
Texas,TX,Anderson County,El Paso,79936,51509,46178
Texas,TX,Anderson County,Fort Worth,76135,96604,300000
Texas,TX,Anderson County,Fort Worth,76135,107856,300000
Texas,TX,Anderson County,Haslet,76052,88044,83036
Texas,TX,Anderson County,Azle,76020,49855,41144
Texas,TX,Anderson County,Fort Worth,76108,71319,300000
Texas,TX,Anderson County,Arlington,76012,91893,88492
Texas,TX,Anderson County,Arlington,76016,117916,300000
Texas,TX,Anderson County,Irving,75039,43517,34621
Texas,TX,Anderson County,Grand Prairie,75051,32337,29406
Texas,TX,Anderson County,Arlington,76010,36863,28928
Texas,TX,Anderson County,El Paso,79938,59184,53444
Texas,TX,Anderson County,Arlington,76011,35400,21810
Texas,TX,Anderson County,Arlington,76013,57730,44315
Texas,TX,Anderson County,Arlington,76013,29591,22354
Texas,TX,Anderson County,Arlington,76010,80979,63376
Texas,TX,Anderson County,Fort Worth,76102,67042,55369
Texas,TX,Anderson County,Fort Worth,76104,28471,15340
Texas,TX,Anderson County,Abilene,79603,46111,24248
Texas,TX,Anderson County,Abilene,79603,40745,24996
Texas,TX,Anderson County,Abilene,79601,87258,300000
Texas,TX,Anderson County,Abilene,79605,71407,61931
Texas,TX,Anderson County,El Paso,79938,49833,39930
Texas,TX,Anderson County,Abilene,79602,40042,300000
Texas,TX,Anderson County,Abilene,79602,47652,43629
Texas,TX,Anderson County,Abilene,79605,74120,58353
Texas,TX,Anderson County,Abilene,79606,60073,58714
Texas,TX,Anderson County,Abilene,79605,34522,26987
Texas,TX,Anderson County,Abilene,79605,43909,35626
Texas,TX,Anderson County,Tuscola,79562,114791,100607
Texas,TX,Anderson County,Brownfield,79316,62488,55787
Texas,TX,Anderson County,Brownfield,79316,50678,300000
Texas,TX,Anderson County,Mount Plesant,75455,66259,61189
Texas,TX,Anderson County,El Paso,79928,41082,27163
Texas,TX,Anderson County,Mount Pleasant,75456,40238,300000
Texas,TX,Anderson County,San Angelo,76903,41980,35850
Texas,TX,Anderson County,San Angelo,76903,47948,300000
Texas,TX,Anderson County,San Angelo,76905,65445,300000
Texas,TX,Anderson County,San Angelo,76901,58042,45431
Texas,TX,Anderson County,San Angelo,76901,53391,48057
Texas,TX,Anderson County,San Angelo,76904,31041,31058
Texas,TX,Anderson County,San Angelo,76904,66353,58850
Texas,TX,Anderson County,San Angelo,76903,41903,31719
Texas,TX,Anderson County,San Angelo,76904,69295,57302
Texas,TX,Anderson County,Tornillo,79853,38191,32788
Texas,TX,Anderson County,San Angelo,76903,28142,16815
Texas,TX,Anderson County,Austin,78703,49911,25977
Texas,TX,Anderson County,Austin,78713,39530,28439
Texas,TX,Anderson County,Austin,78722,81858,64131
Texas,TX,Anderson County,Austin,78705,23441,8758
Texas,TX,Anderson County,Austin,78701,76390,52315
Texas,TX,Anderson County,Austin,78702,55773,42131
Texas,TX,Anderson County,Austin,78702,53918,19884
Texas,TX,Anderson County,Austin,78704,103281,300000
Texas,TX,Anderson County,Austin,78704,82765,65107
Texas,TX,Anderson County,Stephenville,76401,52068,44657
Texas,TX,Anderson County,Austin,78704,64798,49861
Texas,TX,Anderson County,Austin,78757,84103,63672
Texas,TX,Anderson County,Austin,78703,140483,300000
Texas,TX,Anderson County,Austin,78703,132500,105306
Texas,TX,Anderson County,Austin,78759,107523,81445
Texas,TX,Anderson County,Austin,78726,80814,57957
Texas,TX,Anderson County,Austin,78731,143051,300000
Texas,TX,Anderson County,Austin,78749,79920,68858
Texas,TX,Anderson County,Austin,78749,125962,300000
Texas,TX,Anderson County,Austin,78727,93294,78137
Texas,TX,Anderson County,Bonham,75418,55183,39936
Texas,TX,Anderson County,Austin,78749,89895,78402
Texas,TX,Anderson County,Austin,78713,69082,66397
Texas,TX,Anderson County,Austin,78732,135036,119521
Texas,TX,Anderson County,La Vista,78645,90411,76408
Texas,TX,Anderson County,Manchaca,78652,109898,300000
Texas,TX,Anderson County,Austin,78749,86051,74459
Texas,TX,Anderson County,La Vista,78645,71133,39523
Texas,TX,Anderson County,Austin,78729,87931,300000
Texas,TX,Anderson County,Austin,78758,43273,33283
Texas,TX,Anderson County,Austin,78753,47204,30670
Texas,TX,Anderson County,Flatonia,78941,62397,43485
Texas,TX,Anderson County,Austin,78713,32974,26055
Texas,TX,Anderson County,Austin,78753,40610,34271
Texas,TX,Anderson County,San Antonio,78233,62392,53163
Texas,TX,Anderson County,Austin,78727,58074,45581
Texas,TX,Anderson County,Austin,78753,57007,50100
Texas,TX,Anderson County,Pflugerville,78660,124520,300000
Texas,TX,Anderson County,Austin,78758,71234,70825
Texas,TX,Anderson County,Austin,78758,56912,42977
Texas,TX,Anderson County,Austin,78728,85846,74635
Texas,TX,Anderson County,Manor,78653,91158,81973
Texas,TX,Anderson County,Pflugerville,78660,50477,300000
Texas,TX,Anderson County,Houston,77053,55197,50944
Texas,TX,Anderson County,Austin,78704,82303,65175
Texas,TX,Anderson County,Austin,78704,82444,80710
Texas,TX,Anderson County,Austin,78733,179246,300000
Texas,TX,Anderson County,Austin,78746,143149,300000
Texas,TX,Anderson County,Austin,78723,66544,48731
Texas,TX,Anderson County,Austin,78723,64238,300000
Texas,TX,Anderson County,Austin,78721,43828,23600
Texas,TX,Anderson County,Austin,78724,50262,300000
Texas,TX,Anderson County,Manor,78653,55339,45735
Texas,TX,Anderson County,Austin,78741,45548,33812
Texas,TX,Anderson County,Missouri City,77459,96296,82649
Texas,TX,Anderson County,Austin,78741,39862,20678
Texas,TX,Anderson County,Austin,78741,34071,24758
Texas,TX,Anderson County,Austin,78745,68966,52671
Texas,TX,Anderson County,Austin,78745,49089,43492
Texas,TX,Anderson County,Austin,78744,55268,30432
Texas,TX,Anderson County,Austin,78748,75733,300000
Texas,TX,Anderson County,Austin,78744,53587,50407
Texas,TX,Anderson County,Austin,78744,64935,58376
Texas,TX,Anderson County,Austin,78727,94418,88758
Texas,TX,Anderson County,Groveton,75845,39519,36718
Texas,TX,Anderson County,Sugar Land,77478,133085,123519
Texas,TX,Anderson County,Colmesneil,75938,56449,41237
Texas,TX,Anderson County,Spurger,77660,69271,69740
Texas,TX,Anderson County,Ore City,75683,48218,34476
Texas,TX,Anderson County,Gilmer,75644,69794,49996
Texas,TX,Anderson County,Longview,75605,69384,62954
Texas,TX,Anderson County,Uvalde,78802,49008,32444
Texas,TX,Anderson County,Uvalde,78802,37880,28173
Texas,TX,Anderson County,Del Rio,78840,45273,41577
Texas,TX,Anderson County,Del Rio,78842,46224,31421
Texas,TX,Anderson County,Del Rio,78840,93916,59507
Texas,TX,Anderson County,Houston,77083,71084,66091
Texas,TX,Anderson County,Grand Saline,75140,62652,49351
Texas,TX,Anderson County,Wills Point,75169,51310,28630
Texas,TX,Anderson County,Van,75790,70533,62609
Texas,TX,Anderson County,Canton,75103,74285,77126
Texas,TX,Anderson County,Victoria,77902,65765,300000
Texas,TX,Anderson County,Victoria,77902,38501,28363
Texas,TX,Anderson County,Victoria,77902,63089,41902
Texas,TX,Anderson County,Victoria,77902,71587,54973
Texas,TX,Anderson County,Victoria,77902,49322,34128
Texas,TX,Anderson County,Victoria,77902,69942,60437
Texas,TX,Anderson County,Katy,77494,147132,141688
Texas,TX,Anderson County,Trinity,75862,58394,51750
Texas,TX,Anderson County,New Waverly,77358,34945,19774
Texas,TX,Anderson County,Huntsville,77320,0,0
Texas,TX,Anderson County,Huntsville,77320,43111,32030
Texas,TX,Anderson County,Pattison,77466,40206,32775
Texas,TX,Anderson County,Hempstead,77445,45597,23491
Texas,TX,Anderson County,Monahans,79756,65499,51862
Texas,TX,Anderson County,Brenham,77833,61282,61686
Texas,TX,Anderson County,Burton,77835,79338,58547
Texas,TX,Anderson County,Lewisville,75029,23443,14171
Texas,TX,Anderson County,Sugar Land,77479,155542,154631
Texas,TX,Anderson County,Laredo,78046,42964,38269
Texas,TX,Anderson County,Laredo,78040,28307,20231
Texas,TX,Anderson County,Laredo,78040,32469,23191
Texas,TX,Anderson County,Laredo,78043,35830,25793
Texas,TX,Anderson County,Laredo,78043,44766,27480
Texas,TX,Anderson County,Laredo,78040,33139,31329
Texas,TX,Anderson County,Laredo,78041,49444,35460
Texas,TX,Anderson County,Laredo,78041,89452,75248
Texas,TX,Anderson County,Laredo,78041,106432,300000
Texas,TX,Anderson County,Laredo,78041,80237,75514
Texas,TX,Anderson County,Sugar Land,77479,88617,76394
Texas,TX,Anderson County,Laredo,78046,34920,30680
Texas,TX,Anderson County,Laredo,78046,62998,49216
Texas,TX,Anderson County,Laredo,78043,50568,36385
Texas,TX,Anderson County,East Bernard,77435,46745,35837
Texas,TX,Anderson County,Wharton,77488,59737,48904
Texas,TX,Anderson County,El Campo,77437,40262,25569
Texas,TX,Anderson County,El Campo,77437,34934,35612
Texas,TX,Anderson County,Wichita Falls,76301,32154,24454
Texas,TX,Anderson County,Wichita Falls,76309,34280,23296
Texas,TX,Anderson County,Wichita Falls,76311,48801,35584
Texas,TX,Anderson County,Richmond,77469,105494,88979
Texas,TX,Anderson County,Wichita Falls,76302,79720,65287
Texas,TX,Anderson County,Wichita Falls,76302,67237,53952
Texas,TX,Anderson County,Wichita Falls,76310,84224,74789
Texas,TX,Anderson County,Wichita Falls,76309,44142,40193
Texas,TX,Anderson County,Wichita Falls,76306,71313,55555
Texas,TX,Anderson County,Wichita Falls,76306,60443,300000
Texas,TX,Anderson County,Burkburnett,76354,56073,300000
Texas,TX,Anderson County,Electra,76360,32896,25228
Texas,TX,Anderson County,Vernon,76384,28961,14492
Texas,TX,Anderson County,Raymondville,78580,25961,11654
Texas,TX,Anderson County,Wortham,76693,61316,39775
Texas,TX,Anderson County,Harlingen,78550,35202,22006
Texas,TX,Anderson County,Georgetown,78633,64859,58161
Texas,TX,Anderson County,Georgetown,78628,83100,74456
Texas,TX,Anderson County,Georgetown,78633,92982,88621
Texas,TX,Anderson County,Florence,76527,96806,73663
Texas,TX,Anderson County,Austin,78717,81365,300000
Texas,TX,Anderson County,Leander,78641,83980,75117
Texas,TX,Anderson County,Cedar Park,78613,67605,48693
Texas,TX,Anderson County,Cedar Park,78613,83810,72435
Texas,TX,Anderson County,Leander,78641,57537,300000
Texas,TX,Anderson County,Friendswood,77546,101126,79715
Texas,TX,Anderson County,Austin,78750,74727,61381
Texas,TX,Anderson County,Round Rock,78664,87364,300000
Texas,TX,Anderson County,San Antonio,78259,120845,116503
Texas,TX,Anderson County,Austin,78717,119931,300000
Texas,TX,Anderson County,Round Rock,78681,97778,300000
Texas,TX,Anderson County,Austin,78717,128441,117987
Texas,TX,Anderson County,Georgetown,78628,65464,56648
Texas,TX,Anderson County,Round Rock,78664,63350,300000
Texas,TX,Anderson County,Georgetown,78626,78035,300000
Texas,TX,Anderson County,Round Rock,78665,95889,94149
Texas,TX,Anderson County,Hutto,78634,69582,59205
Texas,TX,Anderson County,Dickinson,77539,76342,70048
Texas,TX,Anderson County,Taylor,76574,71502,69116
Texas,TX,Anderson County,Granger,76530,62101,45305
Texas,TX,Anderson County,Florence,76527,55905,47958
Texas,TX,Anderson County,Round Rock,78664,66495,61432
Texas,TX,Anderson County,Jarrell,76537,78386,300000
Texas,TX,Anderson County,La Vernia,78121,103947,99578
Texas,TX,Anderson County,Floresville,78114,50075,44179
Texas,TX,Anderson County,Stockdale,78160,70398,56264
Texas,TX,Anderson County,Kermit,79745,73154,50863
Texas,TX,Anderson County,Decatur,76234,85874,300000
Texas,TX,Anderson County,Bacliff,77518,59292,38399
Texas,TX,Anderson County,Chico,76431,88535,64234
Texas,TX,Anderson County,Boyd,76023,57292,57880
Texas,TX,Anderson County,Winnsboro,75494,69147,46224
Texas,TX,Anderson County,Yantis,75497,67460,56050
Texas,TX,Anderson County,Mineola,75773,67294,51864
Texas,TX,Anderson County,Denver City,79323,61124,50497
Texas,TX,Anderson County,Newcastle,73672,85291,87371
Texas,TX,Anderson County,Graham,76450,73931,54440
Texas,TX,Anderson County,Uvalde,78802,23865,11237
Texas,TX,Anderson County,La Marque,77568,49571,37905
Texas,TX,Anderson County,La Marque,77568,40514,27505
Texas,TX,Anderson County,Galveston,77553,44730,27514
Texas,TX,Anderson County,Galveston,77553,92060,71042
Texas,TX,Anderson County,Fredericksburg,78624,71087,57583
Texas,TX,Anderson County,Nixon,78140,63275,39231
Texas,TX,Anderson County,Bells,75414,59187,46459
Texas,TX,Anderson County,Denison,75020,73786,64189
Texas,TX,Anderson County,San Antonio,78220,28268,22606
Texas,TX,Anderson County,Howe,75459,71142,58967
Texas,TX,Anderson County,Longview,75608,49306,43571
Texas,TX,Anderson County,Longview,75606,38541,28462
Texas,TX,Anderson County,Navasota,77868,53218,44827
Texas,TX,Anderson County,Geronimo,78115,69124,60104
Texas,TX,Anderson County,Schertz,78154,65374,53722
Texas,TX,Anderson County,Seguin,78155,63639,48711
Texas,TX,Anderson County,Plainview,79072,64415,49731
Texas,TX,Anderson County,Quanah,79252,47168,35637
Texas,TX,Anderson County,Silsbee,77656,63194,52840
Texas,TX,Anderson County,San Antonio,78222,65718,57787
Texas,TX,Anderson County,Houston,77026,30606,26540
Texas,TX,Anderson County,Houston,77020,39396,30242
Texas,TX,Anderson County,Houston,77093,40303,33533
Texas,TX,Anderson County,Houston,77093,41560,38784
Texas,TX,Anderson County,Houston,77060,29082,22610
Texas,TX,Anderson County,Houston,77016,37214,32590
Texas,TX,Anderson County,Houston,77016,47465,37672
Texas,TX,Anderson County,Houston,77044,71919,62643
Texas,TX,Anderson County,Houston,77015,52681,40312
Texas,TX,Anderson County,Houston,77029,37779,30743
Texas,TX,Anderson County,San Antonio,78244,85062,71104
Texas,TX,Anderson County,Houston,77073,61066,56925
Texas,TX,Anderson County,Spring,77373,101216,89254
Texas,TX,Anderson County,Lewisville,75029,42093,35466
Texas,TX,Anderson County,Kingwood,77339,80326,66890
Texas,TX,Anderson County,Houston,77049,81103,300000
Texas,TX,Anderson County,Baytown,77522,64701,56553
Texas,TX,Anderson County,Baytown,77522,64387,45062
Texas,TX,Anderson County,Houston,77023,51488,40914
Texas,TX,Anderson County,Houston,77012,48055,42067
Texas,TX,Anderson County,Houston,77004,42765,21692
Texas,TX,Anderson County,San Antonio,78210,47431,37130
Texas,TX,Anderson County,Houston,77021,50914,39188
Texas,TX,Anderson County,Houston,77054,68207,54932
Texas,TX,Anderson County,Houston,77034,65665,58367
Texas,TX,Anderson County,Pasadena,77506,37583,28295
Texas,TX,Anderson County,Pasadena,77502,40686,27829
Texas,TX,Anderson County,Pasadena,77506,39982,26323
Texas,TX,Anderson County,Houston,77053,47992,40192
Texas,TX,Anderson County,Houston,77048,44803,35794
Texas,TX,Anderson County,Houston,77087,36927,26827
Texas,TX,Anderson County,Houston,77075,53943,41986
Texas,TX,Anderson County,San Antonio,78223,34441,24247
Texas,TX,Anderson County,Houston,77059,140765,145841
Texas,TX,Anderson County,Houston,77062,66898,51569
Texas,TX,Anderson County,La Porte,77571,82582,65642
Texas,TX,Anderson County,Deer Park,77536,115766,116007
Texas,TX,Anderson County,Houston,77089,76351,69230
Texas,TX,Anderson County,Houston,77019,124184,113784
Texas,TX,Anderson County,Houston,77098,111206,90199
Texas,TX,Anderson County,Houston,77098,123193,115523
Texas,TX,Anderson County,Houston,77025,78207,54339
Texas,TX,Anderson County,Houston,77035,31248,24011
Texas,TX,Anderson County,San Antonio,78263,68362,55447
Texas,TX,Anderson County,Bellaire,77401,31250,24046
Texas,TX,Anderson County,Houston,77035,72986,55762
Texas,TX,Anderson County,Houston,77074,52371,35895
Texas,TX,Anderson County,Houston,77031,92032,76603
Texas,TX,Anderson County,Houston,77024,125140,94288
Texas,TX,Anderson County,Houston,77057,92297,69616
Texas,TX,Anderson County,Houston,77063,62092,49025
Texas,TX,Anderson County,Houston,77036,43623,33249
Texas,TX,Anderson County,Houston,77099,26295,23288
Texas,TX,Anderson County,Houston,77077,66806,46765
Texas,TX,Anderson County,San Antonio,78221,36625,26740
Texas,TX,Anderson County,Houston,77077,82267,61265
Texas,TX,Anderson County,Houston,77042,42258,31049
Texas,TX,Anderson County,Diboll,75941,47624,39146
Texas,TX,Anderson County,Houston,77072,53092,45194
Texas,TX,Anderson County,Houston,77099,41831,30674
Texas,TX,Anderson County,Katy,77450,167322,184442
Texas,TX,Anderson County,Katy,77494,85209,61455
Texas,TX,Anderson County,Houston,77092,99535,75950
Texas,TX,Anderson County,Houston,77055,105820,71037
Texas,TX,Anderson County,Houston,77080,48583,38137
Texas,TX,Anderson County,Houston,77080,47953,29748
Texas,TX,Anderson County,San Antonio,78252,50128,36547
Texas,TX,Anderson County,Houston,77099,37982,32645
Texas,TX,Anderson County,Houston,77092,75564,66935
Texas,TX,Anderson County,College Station,77842,68654,57076
Texas,TX,Anderson County,Houston,77088,33460,25619
Texas,TX,Anderson County,Houston,77086,36017,29053
Texas,TX,Anderson County,Houston,77084,85337,73551
Texas,TX,Anderson County,Houston,77095,101898,91113
Texas,TX,Anderson County,Houston,77084,76912,58218
Texas,TX,Anderson County,Katy,77493,100187,103409
Texas,TX,Anderson County,Houston,77067,32115,24937
Texas,TX,Anderson County,San Antonio,78237,30033,22871
Texas,TX,Anderson County,Houston,77066,51015,42556
Texas,TX,Anderson County,Houston,77064,127230,127325
Texas,TX,Anderson County,Cypress,77429,90894,74303
Texas,TX,Anderson County,Houston,77068,107641,90546
Texas,TX,Anderson County,Klein,77379,139920,129088
Texas,TX,Anderson County,Cypress,77429,135652,300000
Texas,TX,Anderson County,Spring,77389,122436,108398
Texas,TX,Anderson County,Tomball,77377,103069,87468
Texas,TX,Anderson County,Karnack,75661,66724,51097
Texas,TX,Anderson County,Hallsville,75650,68449,53733
Texas,TX,Anderson County,San Antonio,78252,34962,29929
Texas,TX,Anderson County,San Marcos,78666,49275,38613
Texas,TX,Anderson County,Dripping Springs,78620,90364,85417
Texas,TX,Anderson County,Canadian,79014,75168,63302
Texas,TX,Anderson County,Tool,75143,51204,43034
Texas,TX,Anderson County,Mission,78572,41724,29601
Texas,TX,Anderson County,Mcallen,78501,43752,32908
Texas,TX,Anderson County,Mcallen,78504,69638,64329
Texas,TX,Anderson County,Hidalgo,78557,35873,25187
Texas,TX,Anderson County,San Juan,78589,47551,31018
Texas,TX,Anderson County,Donna,78537,39029,24822
Texas,TX,Anderson County,Somerset,78069,52783,43052
Texas,TX,Anderson County,Weslaco,78599,34999,24875
Texas,TX,Anderson County,Weslaco,78596,30934,27465
Texas,TX,Anderson County,Edinburg,78540,45456,34283
Texas,TX,Anderson County,Mission,78572,78250,59664
Texas,TX,Anderson County,Penitas,78576,47424,38373
Texas,TX,Anderson County,Mcallen,78503,0,0
Texas,TX,Anderson County,Bynum,76631,69260,53714
Texas,TX,Anderson County,Granbury,76049,62179,46827
Texas,TX,Anderson County,Cumby,75433,59736,47001
Texas,TX,Anderson County,Crockett,75835,39850,26772
Texas,TX,Anderson County,San Antonio,78228,43844,35186
Texas,TX,Anderson County,Big Spring,79720,68356,60120
Texas,TX,Anderson County,Commerce,75428,37583,20619
Texas,TX,Anderson County,Quinlan,75474,83857,75058
Texas,TX,Anderson County,Borger,79007,62280,51352
Texas,TX,Anderson County,Jasper,75951,43999,34600
Texas,TX,Anderson County,Beaumont,77703,31088,17606
Texas,TX,Anderson County,Beaumont,77706,42256,33552
Texas,TX,Anderson County,Beaumont,77701,36385,27788
Texas,TX,Anderson County,Port Arthur,77640,42437,33226
Texas,TX,Anderson County,Port Arthur,77640,51065,31086
Texas,TX,Anderson County,San Antonio,78228,37294,32564
Texas,TX,Anderson County,Groves,77619,72405,58285
Texas,TX,Anderson County,Beaumont,77705,0,0
Texas,TX,Anderson County,Sabine Pass,77655,0,0
Texas,TX,Anderson County,Godley,76044,76469,63409
Texas,TX,Anderson County,Burleson,76028,88599,76476
Texas,TX,Anderson County,Grandview,76050,73549,62686
Texas,TX,Anderson County,Anson,79501,53912,43823
Texas,TX,Anderson County,Forney,75126,91583,86997
Texas,TX,Anderson County,Crandall,75114,75550,64594
Texas,TX,Anderson County,Boerne,78006,121774,109933
Texas,TX,Anderson County,San Antonio,78250,99397,94866
Texas,TX,Anderson County,Kerrville,78028,59003,47586
Texas,TX,Anderson County,Kingsville,78364,39109,26515
Texas,TX,Anderson County,Blossom,75416,57650,42300
Texas,TX,Anderson County,Earth,79031,60292,47334
Texas,TX,Anderson County,Hallettsville,77964,75692,54134
Texas,TX,Anderson County,Buffalo,75831,57769,44494
Texas,TX,Anderson County,Dayton,77535,65468,57283
Texas,TX,Anderson County,Mexia,76667,37409,25196
Texas,TX,Anderson County,Mathis,78368,63385,47497
Texas,TX,Anderson County,Lubbock,79415,29782,22617
Texas,TX,Anderson County,San Antonio,78252,70611,63390
Texas,TX,Anderson County,Lubbock,79401,25777,20537
Texas,TX,Anderson County,Lubbock,79410,43855,36271
Texas,TX,Anderson County,Lubbock,79413,61336,52143
Texas,TX,Anderson County,Lubbock,79412,44558,38729
Texas,TX,Anderson County,Wolfforth,79382,62955,48817
Texas,TX,Anderson County,Lubbock,79423,133693,125981
Texas,TX,Anderson County,Brady,76825,68081,55975
Texas,TX,Anderson County,Waco,76707,32082,23005
Texas,TX,Anderson County,Robinson,76706,69453,300000
Texas,TX,Anderson County,Woodway,76712,92852,77247
Texas,TX,Anderson County,San Antonio,78201,61218,45141
Texas,TX,Anderson County,Woodway,76712,90887,77837
Texas,TX,Anderson County,West,76691,68191,58519
Texas,TX,Anderson County,Ore City,75683,43985,28426
Texas,TX,Anderson County,Bay City,77414,54179,44177
Texas,TX,Anderson County,Eagle Pass,78852,65074,49304
Texas,TX,Anderson County,Natalia,78059,65578,60165
Texas,TX,Anderson County,Midland,79705,99193,84484
Texas,TX,Anderson County,Midland,79701,50619,42105
Texas,TX,Anderson County,Midland,79701,52390,44014
Texas,TX,Anderson County,Goldthwaite,76844,55214,45239
Texas,TX,Anderson County,San Antonio,78238,53721,46148
Texas,TX,Anderson County,Magnolia,77353,90820,76931
