state,state_abbv,county,city,zip,Mean,median_household_income
Alabama,AL,Mobile County,Chickasaw,36611,38773,30506
Alabama,AL,Barbour County,Louisville,36048,37725,19528
Alabama,AL,Shelby County,Columbiana,35051,54606,31930
Alabama,AL,Mobile County,Satsuma,36572,63919,52814
Alabama,AL,Mobile County,Dauphin Island,36528,77948,67225
Alabama,AL,Cullman County,Cullman,35057,50715,42643
Alabama,AL,Escambia County,East Brewton,36426,33737,23610
Alabama,AL,Elmore County,Coosada,36020,46319,40242
Alabama,AL,Morgan County,Eva,35621,57994,39591
Alabama,AL,Talladega County,Sylacauga,35151,54807,41712
Alabama,AL,DeKalb County,Rainsville,35986,47929,38947
Alabama,AL,Etowah County,Gadsden,35901,42251,28811
Alabama,AL,Butler County,Georgiana,36033,27993,19757
Alabama,AL,Coosa County,Rockford,35136,31229,22745
Alabama,AL,Hale County,Greensboro,36744,36439,21136
Alabama,AL,Marion County,Guin,35563,56934,39047
Alabama,AL,Geneva County,Hartford,36344,41057,21608
Alabama,AL,Jefferson County,Helena,35080,93682,300000
Alabama,AL,Etowah County,Hokes Bluff,35903,57202,46738
Alabama,AL,Covington County,Opp,36467,49699,34049
Alabama,AL,Etowah County,Attalla,35954,51926,300000
Alabama,AL,Lamar County,Millport,35576,44572,34725
Alabama,AL,Jackson County,Section,35771,56029,31635
Alabama,AL,Covington County,Andalusia,36420,51098,43794
Alabama,AL,Covington County,Lockhart,36455,45465,36849
Alabama,AL,Washington County,Mcintosh,36553,67392,48713
Alabama,AL,Chilton County,Maplesville,36750,43767,30427
Alabama,AL,Jefferson County,Fairfield,35064,48074,39817
Alabama,AL,Mobile County,Mobile,36606,53330,38231
Alabama,AL,Lawrence County,Moulton,35650,42079,28180
Alabama,AL,Colbert County,Muscle Shoals,35661,60729,49109
Alabama,AL,Hale County,Newbern,36765,32466,17389
Alabama,AL,Tuscaloosa County,Northport,35476,62410,54115
Alabama,AL,Lee County,Opelika,36801,55199,40430
Alabama,AL,Sumter County,Panola,35477,22603,6190
Alabama,AL,Lee County,Ozark,36867,86605,79218
Alabama,AL,Autauga County,Deatsville,36022,63066,57698
Alabama,AL,Elmore County,Prattville,36067,53597,39054
Alabama,AL,Franklin County,Red Bay,35582,39220,29055
Alabama,AL,Covington County,Andalusia,36421,39218,25895
Alabama,AL,Blount County,Cleveland,35049,55127,44609
Alabama,AL,Mobile County,Satsuma,36572,59567,52275
Alabama,AL,Shelby County,Shelby,35143,63758,45844
Alabama,AL,Lee County,Smiths Station,36877,57098,45637
Alabama,AL,Franklin County,Phil Campbell,35581,72297,300000
Alabama,AL,Walker County,Sumiton,35148,51907,39657
Alabama,AL,Tallapoosa County,Tallassee,36078,55849,50493
Alabama,AL,Mobile County,Mobile,36619,55230,47636
Alabama,AL,Tuscaloosa County,Tuscaloosa,35406,55815,38843
Alabama,AL,Chambers County,Valley,36854,49554,39263
Alabama,AL,St. Clair County,Vincent,35178,0,0
Alabama,AL,Chambers County,Camp Hill,36850,71026,60438
Alabama,AL,Cullman County,Cullman,35057,58314,49030
Alabama,AL,Randolph County,Woodland,36280,48217,33446
Alabama,AL,Chambers County,Wadley,36276,14741,11398
Alabama,AL,Pickens County,Aliceville,35442,28347,20997
Alabama,AL,Jefferson County,Odenville,35120,242857,300000
Alabama,AL,Lee County,Auburn,36830,59694,38029
Alabama,AL,Mobile County,Bayou La Batre,36509,50047,35147
Alabama,AL,Jefferson County,Bessemer,35022,41239,29150
Alabama,AL,Greene County,Boligee,35443,32777,12379
Alabama,AL,Marion County,Brilliant,35548,33353,25776
Alabama,AL,Shelby County,Calera,35040,65576,64695
Alabama,AL,Pickens County,Carrollton,35447,41709,27321
Alabama,AL,Autauga County,Moody,35004,45862,32942
Alabama,AL,Autauga County,Odenville,35120,62222,56867
Alabama,AL,Autauga County,Hoover,35242,90262,71401
Alabama,AL,Autauga County,Birmingham,35242,92018,74570
Alabama,AL,Autauga County,Chelsea,35043,78399,71839
Alabama,AL,Autauga County,Maylene,35114,85122,75896
Alabama,AL,Autauga County,Ohatchee,36271,66000,54091
Alabama,AL,Autauga County,Panola,35477,34064,28981
Alabama,AL,Autauga County,Talladega,35160,38882,27264
Alabama,AL,Autauga County,Sylacauga,35150,40948,31044
Alabama,AL,Autauga County,Dadeville,36853,48421,35722
Alabama,AL,Autauga County,Northport,35475,77977,74807
Alabama,AL,Autauga County,Holt,35404,37965,29413
Alabama,AL,Autauga County,Tuscaloosa,35401,24931,12361
Alabama,AL,Autauga County,Tuscaloosa,35404,60252,45803
Alabama,AL,Autauga County,Holt,35404,53301,40174
Alabama,AL,Autauga County,Nauvoo,35578,40072,29226
Alabama,AL,Autauga County,Lanett,36863,35951,23009
Alabama,AL,Autauga County,Millry,36558,48623,40342
Alabama,AL,Autauga County,Arley,35541,49046,36818
Alabama,AL,Autauga County,Prattville,36067,58180,51927
Alabama,AL,Autauga County,Elmore,36025,41464,35150
Alabama,AL,Autauga County,Marbury,36051,59061,300000
Alabama,AL,Autauga County,Perdido,36562,55216,43407
Alabama,AL,Autauga County,Bay Minette,36507,36474,24377
Alabama,AL,Autauga County,Daphne,36526,107603,97539
Alabama,AL,Autauga County,Loxley,36551,50583,41882
Alabama,AL,Autauga County,Robertsdale,36567,69996,300000
Alabama,AL,Autauga County,Clanton,35045,56638,41768
Alabama,AL,Autauga County,Fairhope,36532,67864,52050
Alabama,AL,Autauga County,Foley,36535,71445,58784
Alabama,AL,Autauga County,Gulf Shores,36547,65583,300000
Alabama,AL,Autauga County,Foley,36535,49212,300000
Alabama,AL,Autauga County,Pensacola,32506,57395,46769
Alabama,AL,Autauga County,Clayton,36016,56947,45615
Alabama,AL,Autauga County,Eufaula,36027,43222,26304
Alabama,AL,Autauga County,Brent,35034,67555,54574
Alabama,AL,Autauga County,Oneonta,35121,34855,32407
Alabama,AL,Autauga County,Cleveland,35049,56385,49459
Alabama,AL,Autauga County,Gilbertown,36908,53998,39956
Alabama,AL,Autauga County,Blountsville,35031,47717,30660
Alabama,AL,Autauga County,Hayden,35079,58684,47284
Alabama,AL,Autauga County,Union Springs,36089,30765,25206
Alabama,AL,Autauga County,Greenville,36037,30564,21911
Alabama,AL,Autauga County,Mckenzie,36456,36333,27877
Alabama,AL,Autauga County,Anniston,36201,27581,15743
Alabama,AL,Autauga County,Anniston,36207,55336,41259
Alabama,AL,Autauga County,Oxford,36203,54371,46871
Alabama,AL,Autauga County,Anniston,36201,49509,48881
Alabama,AL,Autauga County,Jacksonville,36265,46650,41809
Alabama,AL,Autauga County,Jackson,36545,40352,30601
Alabama,AL,Autauga County,Jacksonville,36265,33803,13029
Alabama,AL,Autauga County,Piedmont,36272,35282,27332
Alabama,AL,Autauga County,Alexandria,36250,72487,64034
Alabama,AL,Autauga County,Alexandria,36250,0,0
Alabama,AL,Autauga County,Lafayette,36862,45966,300000
Alabama,AL,Autauga County,Lanett,36863,38000,30130
Alabama,AL,Autauga County,Valley,36854,44019,27057
Alabama,AL,Autauga County,Sand Rock,35983,57239,43170
Alabama,AL,Autauga County,Spring Garden,36275,51542,300000
Alabama,AL,Autauga County,Clanton,35045,54388,37212
Alabama,AL,Autauga County,Jack,36346,47550,35327
Alabama,AL,Autauga County,Jemison,35085,40648,33316
Alabama,AL,Autauga County,Verbena,36091,67265,46110
Alabama,AL,Autauga County,Butler,36904,55952,40705
Alabama,AL,Autauga County,Thomasville,36784,40451,36477
Alabama,AL,Autauga County,Robertsdale,36567,64173,45281
Alabama,AL,Autauga County,Grove Hill,36451,50714,38228
Alabama,AL,Autauga County,Jackson,36545,40592,23781
Alabama,AL,Autauga County,Ashland,36251,44628,35064
Alabama,AL,Autauga County,Heflin,36264,31459,25199
Alabama,AL,Autauga County,Jack,36346,51782,34974
Alabama,AL,Autauga County,Kinston,36453,46792,30746
Alabama,AL,Autauga County,Enterprise,36330,88951,84211
Alabama,AL,Autauga County,Enterprise,36330,61449,49254
Alabama,AL,Autauga County,Sheffield,35660,51659,42586
Alabama,AL,Autauga County,Tuscumbia,35674,46357,300000
Alabama,AL,Autauga County,Muscle Shoals,35662,72532,65185
Alabama,AL,Autauga County,Leighton,35646,51460,38525
Alabama,AL,Autauga County,Tuscumbia,35674,44527,38139
Alabama,AL,Autauga County,Castleberry,36432,31633,28982
Alabama,AL,Autauga County,Rockford,35136,33042,23325
Alabama,AL,Autauga County,Andalusia,36421,53559,300000
Alabama,AL,Autauga County,Andalusia,36421,58835,41801
Alabama,AL,Autauga County,Muscle Shoals,35661,61868,56246
Alabama,AL,Autauga County,Opp,36467,46327,31463
Alabama,AL,Autauga County,Opp,36467,60141,43585
Alabama,AL,Autauga County,Luverne,36049,40683,28886
Alabama,AL,Autauga County,Baileyton,35019,61900,65528
Alabama,AL,Autauga County,Vinemont,35179,53673,39630
Alabama,AL,Autauga County,Cullman,35055,63213,300000
Alabama,AL,Autauga County,Cullman,35055,37893,28850
Alabama,AL,Autauga County,Cullman,35055,44858,32959
Alabama,AL,Autauga County,Garden City,35070,43726,28444
Alabama,AL,Autauga County,Ft Rucker,36362,68310,59974
Alabama,AL,Autauga County,Evergreen,36401,34206,16878
Alabama,AL,Autauga County,Ozark,36360,65625,49674
Alabama,AL,Autauga County,Ozark,36360,31645,31497
Alabama,AL,Autauga County,Daleville,36322,58239,61815
Alabama,AL,Autauga County,Midland City,36350,42703,33772
Alabama,AL,Autauga County,Selma,36703,65458,45588
Alabama,AL,Autauga County,Selma,36701,23614,15982
Alabama,AL,Autauga County,Orrville,36767,30567,20489
Alabama,AL,Autauga County,Selma,36701,26582,19843
Alabama,AL,Autauga County,Rainsville,36986,47226,37458
Alabama,AL,Autauga County,Fyffe,35971,41338,40569
Alabama,AL,Autauga County,Andalusia,36421,42170,26135
Alabama,AL,Autauga County,Crossville,35962,50821,54135
Alabama,AL,Autauga County,Ft Payne,35967,46422,40662
Alabama,AL,Autauga County,Fort Payne,35967,57662,300000
Alabama,AL,Autauga County,Deatsville,36022,55257,50235
Alabama,AL,Autauga County,Eclectic,36024,51818,50579
Alabama,AL,Autauga County,Wetumpka,36092,81059,49903
Alabama,AL,Autauga County,Millbrook,36054,57221,48383
Alabama,AL,Autauga County,East Brewton,36426,42831,40855
Alabama,AL,Autauga County,Brewton,36426,63662,57710
Alabama,AL,Autauga County,Atmore,36504,31072,23243
Alabama,AL,Autauga County,Highland Home,36041,51077,47797
Alabama,AL,Autauga County,Gadsden,35901,36536,23911
Alabama,AL,Autauga County,Gadsden,35901,65909,49884
Alabama,AL,Autauga County,Gadsden,35904,32898,19505
Alabama,AL,Autauga County,Gadsden,35901,42144,34726
Alabama,AL,Autauga County,Gadsden,35904,31929,22709
Alabama,AL,Autauga County,Rainbow City,35906,50735,39380
Alabama,AL,Autauga County,Glencoe,35905,55639,300000
Alabama,AL,Autauga County,Attalla,35954,59416,46048
Alabama,AL,Autauga County,Gadsden,35903,24359,22809
Alabama,AL,Autauga County,Fayette,35555,40956,28972
Alabama,AL,Autauga County,Vinemont,35179,52592,38743
Alabama,AL,Autauga County,Berry,35546,54116,32380
Alabama,AL,Autauga County,Russellville,35653,78787,48388
Alabama,AL,Autauga County,Vina,35593,37300,300000
Alabama,AL,Autauga County,Samson,36477,37651,27315
Alabama,AL,Autauga County,Hartford,36344,26922,20881
Alabama,AL,Autauga County,Slocomb,36375,53395,42052
Alabama,AL,Autauga County,Boligee,35443,24591,16667
Alabama,AL,Autauga County,Greensboro,36744,43686,28110
Alabama,AL,Autauga County,Fort Gaines,39851,47014,41328
Alabama,AL,Autauga County,Newton,36352,69416,53258
Alabama,AL,Autauga County,Cullman,35057,62728,53463
Alabama,AL,Autauga County,Dothan,36303,58553,45033
Alabama,AL,Autauga County,Dothan,36301,57312,45442
Alabama,AL,Autauga County,Dothan,36301,66532,53439
Alabama,AL,Autauga County,Dothan,36303,34057,24260
Alabama,AL,Autauga County,Webb,36376,49175,37902
Alabama,AL,Autauga County,Ashford,36312,54235,42227
Alabama,AL,Autauga County,Higdon,35979,77322,45128
Alabama,AL,Autauga County,Stevenson,35772,31235,21391
Alabama,AL,Autauga County,Scottsboro,35768,50287,42093
Alabama,AL,Autauga County,Scottsboro,35768,42148,32599
Alabama,AL,Autauga County,Ozark,36360,51326,42647
Alabama,AL,Autauga County,Section,35771,40859,30827
Alabama,AL,Autauga County,Birmingham,35212,38145,28550
Alabama,AL,Autauga County,Birmingham,35212,30222,28006
Alabama,AL,Autauga County,Birmingham,35214,18832,16684
Alabama,AL,Autauga County,Birmingham,35204,29489,29052
Alabama,AL,Autauga County,Birmingham,35212,29126,23435
Alabama,AL,Autauga County,Birmingham,35212,43931,37499
Alabama,AL,Autauga County,Birmingham,35202,25675,12611
Alabama,AL,Autauga County,Birmingham,35204,30849,26300
Alabama,AL,Autauga County,Birmingham,35218,68538,43322
Alabama,AL,Autauga County,Selma,36701,36740,25083
Alabama,AL,Autauga County,Birmingham,35218,33091,21929
Alabama,AL,Autauga County,Birmingham,35208,34319,30412
Alabama,AL,Autauga County,Birmingham,35211,30472,14309
Alabama,AL,Autauga County,Birmingham,35204,21753,15614
Alabama,AL,Autauga County,Birmingham,35222,51831,34771
Alabama,AL,Autauga County,Birmingham,35205,28327,23929
Alabama,AL,Autauga County,Birmingham,35211,28613,19517
Alabama,AL,Autauga County,Birmingham,35213,46565,37262
Alabama,AL,Autauga County,Homewood,35209,28720,26633
Alabama,AL,Autauga County,Birmingham,35215,45016,46009
Alabama,AL,Autauga County,Selma,36701,37361,25986
Alabama,AL,Autauga County,Hueytown,35023,52337,37992
Alabama,AL,Autauga County,Bessemer,35020,47506,46585
Alabama,AL,Autauga County,Bessemer,35020,21283,18646
Alabama,AL,Autauga County,Fairfield,35064,29768,27182
Alabama,AL,Autauga County,Silverhill,36576,53701,44265
Alabama,AL,Autauga County,Homewood,35209,142440,123075
Alabama,AL,Autauga County,Mountain Brook,35213,155368,300000
Alabama,AL,Autauga County,Mountain Brook,35213,128504,104533
Alabama,AL,Autauga County,Tarrant,35217,18813,17037
Alabama,AL,Autauga County,Birmingham,35215,66500,300000
Alabama,AL,Autauga County,Trussville,35173,70449,63764
Alabama,AL,Autauga County,Ft Payne,35967,45113,31818
Alabama,AL,Autauga County,Trussville,35173,80117,70762
Alabama,AL,Autauga County,Birmingham,35220,68096,66689
Alabama,AL,Autauga County,Kimberly,35091,80998,70230
Alabama,AL,Autauga County,Mount Olive,35117,74951,65918
Alabama,AL,Autauga County,Gardendale,35071,51319,42982
Alabama,AL,Autauga County,Birmingham,35215,46171,42204
Alabama,AL,Autauga County,Birmingham,35214,50662,40369
Alabama,AL,Autauga County,Graysville,35073,54763,47866
Alabama,AL,Autauga County,Pleasant Grove,35127,90511,73076
Alabama,AL,Autauga County,Adamsville,35005,53383,47460
Alabama,AL,Autauga County,Eclectic,36024,54558,50225
Alabama,AL,Autauga County,Birmingham,35206,40281,24797
Alabama,AL,Autauga County,Vestavia Hills,35243,95153,85431
Alabama,AL,Autauga County,Vestavia Hills,35216,79077,39607
Alabama,AL,Autauga County,Birmingham,35243,65070,53548
Alabama,AL,Autauga County,Homewood,35209,81011,57091
Alabama,AL,Autauga County,Birmingham,35221,31871,21950
Alabama,AL,Autauga County,Fairfield,35064,60913,300000
Alabama,AL,Autauga County,Fairfield,35064,52520,35063
Alabama,AL,Autauga County,Bessemer,35023,77131,300000
Alabama,AL,Autauga County,Mccalla,35111,90324,88210
Alabama,AL,Autauga County,Prattville,36066,54523,41056
Alabama,AL,Autauga County,Bessemer,35020,46829,300000
Alabama,AL,Autauga County,Hoover,35226,128915,300000
Alabama,AL,Autauga County,Hoover,35226,115904,103436
Alabama,AL,Autauga County,Vernon,35592,48082,14259
Alabama,AL,Autauga County,Sheffield,35660,19898,11362
Alabama,AL,Autauga County,Florence,35630,28404,25315
Alabama,AL,Autauga County,Florence,35630,45871,40925
Alabama,AL,Autauga County,Florence,35630,66925,57489
Alabama,AL,Autauga County,Florence,35633,58520,53758
Alabama,AL,Autauga County,Florence,35634,65375,49876
Alabama,AL,Autauga County,Gadsden,35901,34479,22032
Alabama,AL,Autauga County,Killen,35645,85950,62159
Alabama,AL,Autauga County,Rogersville,35652,53050,39930
Alabama,AL,Autauga County,Town Creek,35672,49453,30636
Alabama,AL,Autauga County,Trinity,35673,50558,35481
Alabama,AL,Autauga County,Mt Hope,35651,49474,34122
Alabama,AL,Autauga County,Auburn,36830,82357,71002
Alabama,AL,Autauga County,Auburn,36830,34498,23556
Alabama,AL,Autauga County,Auburn,36830,44489,300000
Alabama,AL,Autauga County,Opelika,36801,71907,300000
Alabama,AL,Autauga County,Opelika,36801,60292,300000
Alabama,AL,Autauga County,Gadsden,35901,40819,28402
Alabama,AL,Autauga County,Salem,36874,56743,51524
Alabama,AL,Autauga County,Smiths Station,36877,42186,29698
Alabama,AL,Autauga County,Athens,35613,84102,78280
Alabama,AL,Autauga County,Elkmont,35620,52624,47441
Alabama,AL,Autauga County,Athens,35611,43849,30742
Alabama,AL,Autauga County,Athens,35613,80593,60539
Alabama,AL,Autauga County,Madison,35758,101327,85287
Alabama,AL,Autauga County,Fort Deposit,36032,63560,52781
Alabama,AL,Autauga County,Tuskegee Institute,36088,50328,36023
Alabama,AL,Autauga County,Shorter,36075,43995,35431
Alabama,AL,Autauga County,Glencoe,35905,53767,43691
Alabama,AL,Autauga County,Huntsville,35810,47407,33659
Alabama,AL,Autauga County,Huntsville,35810,38058,30776
Alabama,AL,Autauga County,Huntsville,35810,57474,42104
Alabama,AL,Autauga County,Huntsville,35811,53441,30532
Alabama,AL,Autauga County,Huntsville,35806,49178,42703
Alabama,AL,Autauga County,Huntsville,35801,93252,88860
Alabama,AL,Autauga County,Huntsville,35816,23273,20863
Alabama,AL,Autauga County,Huntsville,35805,37494,22507
Alabama,AL,Autauga County,Huntsville,35502,77007,300000
Alabama,AL,Autauga County,Huntsville,35803,79876,75064
Alabama,AL,Autauga County,Fayette,35555,48781,39117
Alabama,AL,Autauga County,Huntsville,35803,83331,75474
Alabama,AL,Autauga County,New Market,35761,64802,63617
Alabama,AL,Autauga County,New Market,35761,56419,48140
Alabama,AL,Autauga County,Madison,35758,75746,64911
Alabama,AL,Autauga County,Harvest,35749,80729,69225
Alabama,AL,Autauga County,Huntsville,35811,58474,44095
Alabama,AL,Autauga County,Madison,35758,134609,300000
Alabama,AL,Autauga County,Madison,35758,79792,56372
Alabama,AL,Autauga County,Owens Cross Roads,35763,65716,49914
Alabama,AL,Autauga County,Linden,36748,32346,20988
Alabama,AL,Autauga County,Red Bay,35582,36970,30452
Alabama,AL,Autauga County,Dixons Mills,36736,48416,30152
Alabama,AL,Autauga County,Linden,36748,47449,35339
Alabama,AL,Autauga County,Hamilton,35570,50049,32935
Alabama,AL,Autauga County,Guin,35563,31017,15096
Alabama,AL,Autauga County,Grant,35747,55987,38909
Alabama,AL,Autauga County,Union Grove,35175,62677,51925
Alabama,AL,Autauga County,Arab,35016,58478,300000
Alabama,AL,Autauga County,Guntersville,35976,55796,36870
Alabama,AL,Autauga County,Albertville,35951,61634,300000
Alabama,AL,Autauga County,Albertville,35950,32765,20717
Alabama,AL,Autauga County,Eutaw,35462,30928,20746
Alabama,AL,Autauga County,Boaz,35957,77080,60413
Alabama,AL,Autauga County,Mobile,36617,23700,16804
Alabama,AL,Autauga County,Mobile,36617,40489,34201
Alabama,AL,Autauga County,Mobile,36604,46053,32056
Alabama,AL,Autauga County,Mobile,36605,36931,34077
Alabama,AL,Autauga County,Mobile,36605,38383,30813
Alabama,AL,Autauga County,Mobile,36605,50132,29059
Alabama,AL,Autauga County,Mobile,36606,70996,68650
Alabama,AL,Autauga County,Mobile,36606,42432,300000
Alabama,AL,Autauga County,Mobile,36693,57689,54763
Alabama,AL,Autauga County,Abbeville,36310,40518,25216
Alabama,AL,Autauga County,Mobile,36609,35468,14533
Alabama,AL,Autauga County,Mobile,36618,49698,43324
Alabama,AL,Autauga County,Mobile,36608,108483,300000
Alabama,AL,Autauga County,Mobile,36608,58556,42972
Alabama,AL,Autauga County,Orange Beach,36561,86000,66868
Alabama,AL,Autauga County,Mobile,36693,64660,56165
Alabama,AL,Autauga County,Mobile,36617,23955,20077
Alabama,AL,Autauga County,Whistler,36613,24218,16243
Alabama,AL,Autauga County,Saraland,36571,43803,300000
Alabama,AL,Autauga County,Mount Vernon,36560,48595,41530
Alabama,AL,Autauga County,Wilmer,36587,58182,48215
Alabama,AL,Autauga County,Dothan,36303,75861,55836
Alabama,AL,Autauga County,Semmes,36575,66912,55680
Alabama,AL,Autauga County,Mobile,36695,98744,92467
Alabama,AL,Autauga County,Grand Bay,36541,35313,25328
Alabama,AL,Autauga County,Irvington,36544,51099,39571
Alabama,AL,Autauga County,Mobile,36619,48721,46383
Alabama,AL,Autauga County,Mobile,36605,63538,49255
Alabama,AL,Autauga County,Mobile,36605,33457,21104
Alabama,AL,Autauga County,Bayou La Batre,36509,0,0
Alabama,AL,Autauga County,Monroeville,36461,65025,48748
Alabama,AL,Autauga County,Uriah,36480,33553,22348
Alabama,AL,Autauga County,Dothan,36303,41374,27130
Alabama,AL,Autauga County,Montgomery,36107,32307,33114
Alabama,AL,Autauga County,Montgmomery,36109,52473,51602
Alabama,AL,Autauga County,Montgomery,36108,14023,11494
Alabama,AL,Autauga County,Montgomery,36106,51585,39275
Alabama,AL,Autauga County,Montgomery,36109,47899,300000
Alabama,AL,Autauga County,Montgomery,36111,43562,31912
Alabama,AL,Autauga County,Montgomery,36105,33530,29294
Alabama,AL,Autauga County,Montgomery,36108,24669,22640
Alabama,AL,Autauga County,Montgomery,36109,102838,96944
Alabama,AL,Autauga County,Montgomery,36108,48406,31702
Alabama,AL,Autauga County,Princeton,35766,45068,36873
Alabama,AL,Autauga County,Montgomery,36116,49593,54777
Alabama,AL,Autauga County,Montgomery,36110,69004,300000
Alabama,AL,Autauga County,Montgomery,36109,38679,28065
Alabama,AL,Autauga County,Montgomery,36117,135664,125792
Alabama,AL,Autauga County,Montgomery,36117,96002,300000
Alabama,AL,Autauga County,Pike Road,36064,99568,99257
Alabama,AL,Autauga County,Montgomery,36116,87238,300000
Alabama,AL,Autauga County,Montgomery,36117,86272,73460
Alabama,AL,Autauga County,Hope Hull,36043,48871,21249
Alabama,AL,Autauga County,Montgomery,36108,55287,36619
Alabama,AL,Autauga County,Birmingham,35217,31849,23740
Alabama,AL,Autauga County,Decatur,35601,65126,49578
Alabama,AL,Autauga County,Decatur,35601,44728,30715
Alabama,AL,Autauga County,Decatur,35603,50662,41789
Alabama,AL,Autauga County,Decatur,35601,45554,31079
Alabama,AL,Autauga County,Hartselle,35640,78301,57511
Alabama,AL,Autauga County,Somerville,35670,45167,41084
Alabama,AL,Autauga County,Eva,35621,48190,36191
Alabama,AL,Autauga County,Marion,36756,47317,300000
Alabama,AL,Autauga County,Gordo,35466,52298,29581
Alabama,AL,Autauga County,Carrollton,35447,26820,15337
Alabama,AL,Autauga County,Birmingham,35206,31502,23017
Alabama,AL,Autauga County,Troy,36081,55440,39745
Alabama,AL,Autauga County,Troy,36081,38677,30309
Alabama,AL,Autauga County,Wedowee,36278,44124,40935
Alabama,AL,Autauga County,Roanoke,36274,56777,49691
Alabama,AL,Autauga County,Phenix City,36867,26882,23200
Alabama,AL,Autauga County,Phenix City,36870,47470,34531
Alabama,AL,Autauga County,Phenix City,36868,30365,24661
Alabama,AL,Autauga County,Phenix City,36868,33523,22642
Alabama,AL,Autauga County,Moody,35004,63023,300000
Alabama,AL,Autauga County,Pell City,35128,65548,54496
Alabama,AL,Autauga County,Birmingham,35204,24534,15353
Alabama,AL,Autauga County,Ashville,35953,55128,44569
Alabama,AL,Autauga County,Odenville,35120,63437,61358
Alabama,AL,Autauga County,Hoover,35242,60199,52591
Alabama,AL,Autauga County,Birmingham,35242,133935,123216
Alabama,AL,Autauga County,Hoover,35242,114188,300000
Alabama,AL,Autauga County,Pelham,35124,61447,300000
Alabama,AL,Autauga County,Alabaster,35007,47515,38790
Alabama,AL,Autauga County,Birmingham,35242,124681,111108
Alabama,AL,Autauga County,Maylene,35114,64499,61078
Alabama,AL,Autauga County,Montevallo,35115,67471,61618
Alabama,AL,Autauga County,Birmingham,35208,27306,20635
Alabama,AL,Autauga County,Alabaster,35007,81035,300000
Alabama,AL,Autauga County,Alabaster,35007,114805,110344
Alabama,AL,Autauga County,Wilsonville,35186,67015,54838
Alabama,AL,Autauga County,Panola,35477,30720,23681
Alabama,AL,Autauga County,Oxford,36203,74941,59257
Alabama,AL,Autauga County,Talladega,35160,45623,48211
Alabama,AL,Autauga County,Talladega,35160,30518,300000
Alabama,AL,Autauga County,Childersburg,35044,20842,13928
Alabama,AL,Autauga County,Sylacauga,35150,56039,300000
Alabama,AL,Autauga County,Sylacauga,35150,42395,38497
Alabama,AL,Autauga County,Birmingham,35204,20724,13490
Alabama,AL,Autauga County,Alexander City,35010,40286,31306
Alabama,AL,Autauga County,Dadeville,36853,57732,53384
Alabama,AL,Autauga County,Dadeville,36853,74831,65949
Alabama,AL,Autauga County,Tuscaloosa,35406,126456,300000
Alabama,AL,Autauga County,Northport,35475,77645,75235
Alabama,AL,Autauga County,Buhl,35446,51913,45486
Alabama,AL,Autauga County,Tuscaloosa,35406,125421,107411
Alabama,AL,Autauga County,Brookwood,35444,54986,43725
Alabama,AL,Autauga County,Cottondale,35453,58765,51483
Alabama,AL,Autauga County,Cottondale,35453,48158,39959
Alabama,AL,Autauga County,Birmingham,35235,53410,44414
Alabama,AL,Autauga County,Tuscaloosa,35405,31061,24484
Alabama,AL,Autauga County,Tuscaloosa,35401,28049,25211
Alabama,AL,Autauga County,Tuscaloosa,35404,68542,47824
Alabama,AL,Autauga County,Tuscaloosa,35405,29516,30584
Alabama,AL,Autauga County,Holt,35404,44856,36678
Alabama,AL,Autauga County,Jasper,35503,69796,54429
Alabama,AL,Autauga County,Jasper,35504,48437,35721
Alabama,AL,Autauga County,Nauvoo,35578,32015,21826
Alabama,AL,Autauga County,Oakman,35579,49334,32579
Alabama,AL,Autauga County,Cordova,35550,51500,46017
Alabama,AL,Autauga County,Bessemer,35020,35707,24378
Alabama,AL,Autauga County,Sipsey,35584,45265,31524
Alabama,AL,Autauga County,Leroy,36548,45381,28999
Alabama,AL,Autauga County,Camden,36726,28710,18681
Alabama,AL,Autauga County,Pine Apple,36768,31636,23205
Alabama,AL,Autauga County,Louisville,36048,36939,27636
Alabama,AL,Autauga County,Double Springs,35553,39763,36936
Alabama,AL,Autauga County,Haleyville,35565,36736,20436
Alabama,AL,Autauga County,Homewood,35209,82907,64476
Alabama,AL,Autauga County,Leeds,35094,42947,32289
Alabama,AL,Autauga County,Birmingham,35220,72958,66976
Alabama,AL,Autauga County,Gardendale,35071,64478,53139
Alabama,AL,Autauga County,Graysville,35073,52012,42042
Alabama,AL,Autauga County,Irondale,35210,62219,44282
Alabama,AL,Autauga County,Birmingham,35243,140732,133231
Alabama,AL,Autauga County,Midfield,35228,30586,27480
Alabama,AL,Autauga County,Bessemer,35022,96563,91182
Alabama,AL,Autauga County,Hoover,35226,118301,110028
Alabama,AL,Autauga County,Brent,35034,50506,41379
Alabama,AL,Autauga County,Florence,35630,40060,28315
Alabama,AL,Autauga County,Florence,35634,59353,47811
Alabama,AL,Autauga County,Trinity,35673,50843,34892
Alabama,AL,Autauga County,Auburn,36830,40521,24321
Alabama,AL,Autauga County,Elmore,36025,75875,61166
Alabama,AL,Autauga County,Opelika,36801,30665,22207
Alabama,AL,Autauga County,Opelika,36804,55067,39086
Alabama,AL,Autauga County,Athens,35611,42963,35092
Alabama,AL,Autauga County,Hayneville,36040,26622,17354
Alabama,AL,Autauga County,Tuskegee,36083,36412,28544
Alabama,AL,Autauga County,Huntsville,35810,42294,33121
